Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	313.15	706.700000000001	23.0366	17.7102	0.923	6.7609	4.4533	0.7431	0.6389	61.3381	0.1172	0.8598	0.4213	0.4385	0.0584	5.6041	0.0265	0.1364	0.0062	0.1302
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	395.25	707.300000000001	34.9264	23.7431	0.7786	8.3881	6.6314	0.5433	0.6874	98.2921	0.1224	0.9508	0.4718	0.4789	0.0673	9.6234	0.028	0.1526	0.0078	0.1448
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	423.25	708	32.9448	24.7554	0.6755	9.5552	4.9523	0.8674	0.4889	65.9965	0.1165	0.6676	0.2339	0.4338	0.0541	7.2979	0.0254	0.1157	-0.0049	0.1207
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	484.65	706.300000000001	19.5687	16.448	0.909	6.0549	4.1996	0.6471	0.669	55.5267	0.1355	0.8793	0.2183	0.661	0.1474	12.2323	0.0872	0.3984	0.0146	0.3839
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	463.45	707	23.7797	20.3234	0.7235	7.4956	4.4469	0.8124	0.5729	56.7148	0.0991	0.7804	0.356	0.4244	0.0701	6.9438	0.0243	0.1226	0.0107	0.1119
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	532.95	707.800000000001	42.6053	28.055	0.6802	10.1259	6.9247	0.7221	0.7171	126.9271	0.1585	1.1109	0.3993	0.7116	0.1034	18.2957	0.052	0.2696	-0.0224	0.292
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	650.15	709.700000000001	48.0548	32.1181	0.5854	12.7748	5.5904	0.918	0.7909	156.5905	0.1869	1.1615	0.3721	0.7894	0.1348	26.7002	0.0612	0.333	-0.0244	0.3574
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	661.65	710.700000000001	48.7979	34.1041	0.5272	11.5784	7.598	0.693	0.4548	91.4147	0.1426	0.8021	0.1289	0.6732	0.1347	27.0722	0.1039	0.4497	-0.0118	0.4614
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	217.95	709	29.4769	22.2462	0.7485	8.6311	4.9305	0.8133	0.543	66.789	0.0706	0.7644	0.3772	0.3871	0.0384	4.7262	0.0215	0.0917	-0.0138	0.1055
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	323.25	708.700000000001	34.6787	25.0458	0.6947	9.2773	6.1626	0.7701	0.5978	84.2875	0.1137	0.8849	0.3727	0.5122	0.0811	11.4418	0.0351	0.1608	-0.0119	0.1727
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	567.45	708.300000000001	20.3118	16.5723	0.9294	6.0676	4.3992	0.6954	0.43	35.6864	0.1192	0.6692	0.2198	0.4493	0.0655	5.4365	0.0367	0.1711	-0.0036	0.1747
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	580.05	708.900000000001	23.532	19.6483	0.766	7.4124	4.5982	0.8078	0.5845	56.1143	0.1215	0.8559	0.3503	0.5056	0.094	9.0273	0.0461	0.2128	-0.0214	0.2342
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	350.25	708.800000000001	22.2935	19.9029	0.7072	7.7478	4.5603	0.7797	0.5615	55.0233	0.0751	0.8183	0.4333	0.385	0.1409	13.8049	0.0951	0.4471	0.0174	0.4297
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	268.25	708.900000000001	29.4769	23.8543	0.651	8.7091	5.4855	0.83	0.5282	66.5572	0.0892	0.7394	0.3598	0.3795	0.054	6.7981	0.0289	0.1175	-0.0408	0.1583
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	705.05	710.6	22.2935	17.8097	0.8832	6.6325	4.1509	0.7883	0.4864	44.7466	0.107	0.6993	0.2621	0.4372	0.0728	6.6984	0.043	0.1648	-0.0446	0.2094
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	596.05	711.200000000001	33.9356	23.5856	0.7666	7.495	6.3427	0.3726	0.4828	66.6275	0.1151	0.7005	0.0836	0.6169	0.1916	26.4363	0.2479	1.2916	-0.0251	1.3167
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	678.75	710.300000000001	16.844	16.2324	0.8033	6.3284	3.7372	0.8195	0.5028	38.2119	0.1061	0.7166	0.2647	0.4519	0.0917	6.9709	0.0544	0.2193	-0.0141	0.2335
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	526.85	711.200000000001	16.3485	16.324	0.771	6.3184	3.4866	0.8253	0.7201	50.4091	0.1298	0.9949	0.4532	0.5417	0.084	5.8785	0.05	0.2	-0.0038	0.2038
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	447.95	712	35.1742	26.8645	0.6125	10.1166	5.5188	0.8826	0.5323	78.7734	0.1032	0.8132	0.2701	0.5431	0.0808	11.9654	0.0321	0.1812	0.0094	0.1718
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	407.05	712.300000000001	25.7614	21.5809	0.6951	7.9999	4.4727	0.8541	0.4982	54.7983	0.0859	0.7045	0.3445	0.36	0.0542	5.9608	0.0237	0.1127	-5e-04	0.1133
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	773.35	714.6	42.6053	29.9878	0.5954	10.9811	5.9589	0.864	0.605	107.0789	0.1662	0.9742	0.3037	0.6705	0.09	15.922	0.0648	0.2404	-0.0373	0.2777
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	395.65	714.300000000001	43.5961	30.7092	0.5809	11.9132	5.729	0.8522	0.7025	126.4464	0.1121	0.9264	0.4519	0.4745	0.0957	17.2287	0.0287	0.1805	-0.0033	0.1838
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	352.85	714.400000000001	29.2292	23.5955	0.6597	8.1853	5.0233	0.8658	0.5102	62.7544	0.0837	0.7169	0.3385	0.3784	0.0817	10.0447	0.0292	0.1462	0.0113	0.1349
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	369.45	713.900000000001	25.2659	20.2809	0.7719	8.1414	4.023	0.8876	0.4341	46.0121	0.0766	0.549	0.2245	0.3244	0.0425	4.5079	0.0288	0.0974	-0.0285	0.1259
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	716.25	716.6	23.0366	19.4335	0.7665	7.7165	3.8115	0.8647	0.5337	51.2397	0.0971	0.7357	0.3435	0.3922	0.0727	6.9777	0.0464	0.1561	-0.0569	0.213
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	213.85	715.300000000001	13.8715	14.917	0.7834	5.1913	4.0804	0.6755	0.5755	36.2543	0.0767	0.7489	0.4421	0.3068	0.0528	3.3268	0.0148	0.1009	0.031	0.0698
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	515.05	715.5	26.0091	18.8715	0.9177	7.0025	4.5998	0.7206	0.5056	55.1156	0.0891	0.6722	0.317	0.3552	0.0734	8.0049	0.032	0.1368	-0.0041	0.1409
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	690.45	716.300000000001	10.6513	12.6133	0.8413	4.922	2.9144	0.7603	0.6666	31.9966	0.1153	0.8932	0.4538	0.4394	0.111	5.3266	0.0612	0.2287	-0.0022	0.2309
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	783.95	718.900000000001	22.7889	21.5288	0.6179	9.1517	3.2978	0.9471	0.47	44.1797	0.0855	0.6134	0.2567	0.3567	0.0772	7.2534	0.0535	0.1708	-0.0395	0.2103
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	754.75	718.300000000001	38.1466	24.3645	0.8075	8.8318	6.1588	0.673	0.7252	115.3013	0.1734	1.1338	0.4285	0.7053	0.098	15.576	0.0577	0.2688	-4e-04	0.2692
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	229.25	717.300000000001	20.3118	17.9119	0.7956	7.1699	3.9932	0.8074	0.587	51.0652	0.0786	0.7818	0.344	0.4378	0.0441	3.8331	0.0226	0.0778	-0.0132	0.091
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	566.15	719.200000000001	39.8806	27.2414	0.6753	10.1768	6.4196	0.8226	0.4885	79.1371	0.1035	0.7405	0.2765	0.4641	0.0903	14.627	0.0494	0.2405	-0.0085	0.249
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	609.75	721.1	35.6696	27.1832	0.6066	10.9015	5.2691	0.8878	0.5822	85.5812	0.1171	0.7922	0.3507	0.4416	0.0818	12.0215	0.0274	0.1249	-0.0027	0.1276
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	386.25	718.200000000001	35.4219	24.2015	0.76	8.3326	6.0877	0.63	0.5999	89.3916	0.0856	0.8239	0.4249	0.3989	0.0802	11.945	0.0256	0.1479	0.0118	0.1362
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	326.85	721	38.1466	25.2624	0.7511	9.8177	5.8567	0.8469	0.5796	91.0001	0.1264	0.9891	0.3227	0.6665	0.0624	9.7976	0.0375	0.1506	-0.0763	0.2269
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	694.75	717.700000000001	9.9082	11.586	0.9275	4.2704	2.8188	0.7147	0.7372	30.9645	0.1549	1.0594	0.3649	0.6946	0.1605	6.7416	0.0822	0.3538	-0.0083	0.3621
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	218.35	718.300000000001	11.3944	13.0969	0.8348	5.0697	3.0039	0.819	0.5582	29.0271	0.0706	0.7121	0.4271	0.285	0.0433	2.2513	0.0351	0.1265	-0.0372	0.1637
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	476.55	722.400000000001	63.908	36.6947	0.5964	12.0457	9.1923	0.6199	0.7389	193.604	0.1617	1.0168	0.3699	0.6469	0.1193	31.2688	0.0639	0.3447	-0.0175	0.3623
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	373.65	721.400000000001	54.4952	27.8168	0.885	10.3957	7.1017	0.7414	0.5241	115.827	0.0869	0.7465	0.3353	0.4111	0.0544	12.0289	0.023	0.1126	-0.0145	0.1271
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	354.75	723.1	39.3851	25.8173	0.7425	10.7156	5.4747	0.8648	0.497	81.0103	0.0755	0.7025	0.3265	0.376	0.0815	13.2838	0.0344	0.1498	-0.0372	0.187
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	698.55	723.1	74.807	39.17	0.6127	14.8768	8.0074	0.8581	0.8591	262.0316	0.1988	1.2125	0.4211	0.7914	0.1243	37.9129	0.0571	0.3117	-0.0401	0.3518
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	711.45	722.5	40.6237	26.9023	0.7054	9.3804	6.4548	0.7264	0.7199	119.5055	0.1263	0.9952	0.4723	0.5229	0.1253	20.8008	0.0428	0.2728	0.0147	0.2582
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	439.45	722.200000000001	28.4861	22.8985	0.6827	8.5755	4.6362	0.8531	0.607	71.6207	0.1233	0.8608	0.3699	0.491	0.0915	10.8006	0.025	0.1418	0.0225	0.1193
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	460.05	723.5	96.8528	43.9254	0.6308	14.6545	9.3671	0.7974	0.5499	213.8923	0.1084	0.8616	0.2972	0.5643	0.08	31.1006	0.0476	0.3321	-0.0319	0.364
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	689.25	721.700000000001	11.3944	13.1931	0.8226	5.27	2.8393	0.8238	0.6309	30.9156	0.0812	0.7571	0.4827	0.2743	0.1226	6.0078	0.0887	0.3004	-0.0416	0.342
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	296.15	721.800000000001	25.2659	20.6633	0.7436	7.7536	4.6366	0.8365	0.5494	57.6889	0.1084	0.7775	0.3293	0.4482	0.0695	7.2923	0.0384	0.1675	-0.0226	0.1901
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	738.85	721.300000000001	17.3394	15.2602	0.9357	5.7234	3.979	0.6731	0.6747	49.9253	0.1536	0.9819	0.3631	0.6188	0.1653	12.2355	0.0658	0.2845	-0.0033	0.2879
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	428.75	723.400000000001	13.8715	13.8552	0.908	4.7529	3.8694	0.4794	0.5023	31.1442	0.1112	0.757	0.3238	0.4331	0.0695	4.3076	0.0373	0.1656	0.0156	0.15
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	289.65	723.800000000001	11.8899	13.706	0.7954	4.8587	3.717	0.4375	0.5305	27.5855	0.0754	0.6714	0.4063	0.2651	0.0422	2.1964	0.0223	0.0917	-0.0029	0.0946
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	718.55	724.1	20.5595	18.7643	0.7338	7.2006	3.6972	0.8688	0.4841	42.1202	0.0966	0.6348	0.2583	0.3765	0.0936	8.1456	0.0229	0.1664	0.0435	0.1228
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	775.45	725.5	39.3851	25.8094	0.743	9.1139	5.7048	0.7903	0.6664	105.9584	0.151	0.9362	0.3327	0.6035	0.1187	18.8803	0.0504	0.2907	-0.0182	0.3089
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	653.95	726.400000000001	31.2109	24.9721	0.6289	9.5131	5.5391	0.8621	0.5643	73.9222	0.1931	1.0757	0.2045	0.8712	0.1247	16.3313	0.0697	0.3432	-0.0914	0.4345
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	679.55	724.400000000001	18.3302	18.8433	0.6487	7.1826	3.7406	0.8707	0.4857	36.4305	0.0863	0.6556	0.2547	0.4008	0.0811	6.0814	0.0504	0.1951	-0.0453	0.2404
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	433.55	725.6	14.1192	14.7931	0.8108	5.7904	3.2846	0.8342	0.7671	46.7907	0.1153	1.0202	0.5465	0.4736	0.0736	4.49	0.0373	0.1791	0.0106	0.1684
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	569.95	725.900000000001	20.3118	18.723	0.7281	7.9746	3.3525	0.8975	0.6048	52.6217	0.1522	0.862	0.3036	0.5584	0.0984	8.5593	0.0396	0.2213	-0.0075	0.2288
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	825.25	727.5	42.1099	26.7937	0.7371	8.9625	6.9821	0.5267	0.6727	119.7466	0.1235	0.9886	0.4196	0.569	0.068	12.0968	0.0312	0.1512	-0.0243	0.1754
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	484.85	726.400000000001	16.844	17.8972	0.6608	7.1914	3.4483	0.8943	0.6334	46.8712	0.1032	0.786	0.3745	0.4114	0.0888	6.5714	0.0222	0.127	0.009	0.118
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	760.85	726.800000000001	35.1742	22.8393	0.8474	9.2267	5.4747	0.804	0.6403	93.4845	0.1097	0.8932	0.3415	0.5517	0.1036	15.1305	0.0348	0.2118	0.0155	0.1962
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	789.55	728.800000000001	55.2383	31.7299	0.6895	10.7842	8.1369	0.7728	0.6085	138.7394	0.0918	0.8617	0.3891	0.4726	0.0926	21.113	0.03	0.1834	0.0057	0.1777
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	749.85	727	17.3394	15.6137	0.8938	5.4095	4.3062	0.4718	0.7368	55.2634	0.1721	1.0999	0.3304	0.7696	0.1049	7.864	0.0561	0.1998	-0.0475	0.2473
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	323.05	731.300000000001	46.3209	29.862	0.6528	11.1843	6.3117	0.8557	0.5751	111.5734	0.077	0.7591	0.3948	0.3642	0.066	12.8094	0.0259	0.1382	-0.0424	0.1806
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	588.75	728	19.0733	16.299	0.9022	6.1675	4.4793	0.5173	0.6609	52.874	0.0975	0.8731	0.418	0.455	0.1567	12.5379	0.0553	0.2879	0.0554	0.2325
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	734.95	729.1	36.6604	24.8144	0.7482	8.9913	5.7615	0.8287	0.7203	111.64	0.1384	0.9946	0.4344	0.5602	0.0947	14.6766	0.0529	0.2417	-0.0229	0.2645
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	817.45	728.400000000001	26.2568	18.6872	0.9448	6.1932	5.4067	0.4502	0.5184	55.4686	0.0643	0.6556	0.3753	0.2803	0.0797	8.5283	0.0312	0.1483	-0.0294	0.1778
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	315.25	730	19.5687	16.9177	0.8592	6.0516	4.7542	0.5024	0.5284	44.3872	0.0957	0.7441	0.3788	0.3654	0.0555	4.665	0.0322	0.1244	-0.0087	0.133
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	686.55	729.300000000001	32.2017	24.0815	0.6978	8.5381	4.7642	0.8596	0.6979	91.4184	0.104	0.9989	0.4657	0.5332	0.1068	13.9953	0.0384	0.2322	0.0061	0.2262
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	238.05	731.5	26.0091	21.6674	0.6962	8.0826	4.6735	0.816	0.5151	56.6589	0.0937	0.7829	0.3702	0.4128	0.0464	5.0991	0.0256	0.1113	-0.0215	0.1328
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	267.75	732.200000000001	28.7338	22.6449	0.7041	9.7414	3.9816	0.9083	0.5086	60.0128	0.1031	0.711	0.2938	0.4172	0.051	6.0211	0.0247	0.0981	-0.0398	0.1379
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	418.95	731.5	32.9448	21.8409	0.8679	8.2384	4.8117	0.8052	0.446	59.3141	0.0817	0.5929	0.2595	0.3334	0.0563	7.4922	0.0162	0.0936	0.0093	0.0843
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	662.65	732.400000000001	38.3943	24.4846	0.8048	9.5269	5.6303	0.8237	0.4932	77.9304	0.0803	0.6285	0.3038	0.3247	0.0607	9.5936	0.0362	0.138	-0.0452	0.1833
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	434.05	732.900000000001	37.8989	26.0809	0.7002	9.0757	5.648	0.8127	0.5208	82.2864	0.0776	0.7173	0.3619	0.3554	0.0586	9.2568	0.0244	0.1424	0.0177	0.1247
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	611.75	735.200000000001	59.4493	30.7573	0.7897	11.9659	7.1102	0.8154	0.705	171.321	0.1004	0.8857	0.4796	0.4061	0.0886	21.5226	0.0467	0.2051	-0.0351	0.2402
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	392.55	735.400000000001	39.3851	32.8349	0.4591	14.0816	4.2196	0.967	0.6043	99.0981	0.1538	0.9063	0.3118	0.5945	0.0836	13.7116	0.054	0.276	-0.0172	0.2932
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	485.95	731.400000000001	15.6054	15.9295	0.7728	6.188	3.9169	0.7537	0.6959	46.624	0.1342	0.9806	0.4441	0.5365	0.0954	6.3908	0.0397	0.2075	0.0264	0.1811
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	595.45	733.1	39.6328	27.2964	0.6684	10.3092	5.5286	0.8555	0.6636	110.158	0.1395	0.9584	0.3985	0.5598	0.0934	15.4981	0.0326	0.1951	0.0356	0.1594
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	677.85	733.5	30.9632	26.4433	0.5564	11.5009	3.8449	0.9562	0.6499	84.4868	0.1637	1.0052	0.3591	0.6461	0.0971	12.6224	0.0624	0.2553	-0.0047	0.2601
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	768.45	732.1	18.0825	18.8513	0.6394	7.6906	3.5587	0.909	0.6007	46.8581	0.1574	0.9812	0.268	0.7131	0.1289	10.0516	0.0702	0.286	-0.0113	0.2973
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	748.25	732.700000000001	15.6054	14.6305	0.9161	5.4682	3.4302	0.7761	0.6354	41.9346	0.109	0.7802	0.3428	0.4373	0.0814	5.3748	0.0421	0.1557	-0.0352	0.1909
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	692.65	734.6	27.2476	20.0905	0.8483	6.8722	5.6475	0.5348	0.693	78.3053	0.1466	1.0163	0.3397	0.6766	0.112	12.6564	0.0347	0.1929	0.0183	0.1746
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	458.35	735.200000000001	18.8256	15.6581	0.9649	5.6215	4.1932	0.6669	0.5319	40.9589	0.0857	0.6967	0.3624	0.3342	0.0737	5.6787	0.034	0.158	0.0015	0.1565
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	250.45	735.5	9.1651	12.9558	0.6862	4.6988	2.917	0.6575	0.3823	16.4397	0.0415	0.4789	0.2942	0.1847	0.1835	7.8897	0.1095	0.4742	0.0107	0.4635
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	790.15	736.5	23.0366	19.2253	0.7832	7.8759	4.5355	0.785	0.7534	71.5685	0.1526	1.1189	0.3835	0.7354	0.1539	14.6196	0.0737	0.305	-0.0034	0.3084
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	229.95	737.200000000001	20.8072	19.0026	0.7241	7.6396	3.6442	0.9044	0.5453	46.8929	0.1116	0.7742	0.3539	0.4203	0.0504	4.3341	0.0315	0.1227	-0.0218	0.1445
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	332.25	740	46.0732	33.7225	0.5091	12.2059	7.3486	0.7884	0.5713	107.9763	0.0846	0.767	0.3989	0.3682	0.0505	9.5475	0.0207	0.1043	-0.0075	0.1118
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	484.85	737.1	27.743	20.5442	0.826	7.5756	5.039	0.7457	0.5901	69.0382	0.0962	0.8614	0.4034	0.458	0.0987	11.5428	0.0574	0.3023	0.0174	0.285
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	682.85	735.800000000001	12.633	13.3483	0.891	5.2314	2.9925	0.8178	0.5781	31.2152	0.0877	0.7096	0.3793	0.3303	0.0931	5.0269	0.0288	0.1484	0.0425	0.106
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	816.05	736.300000000001	16.5963	16.2174	0.793	6.374	3.4508	0.8338	0.5498	39.0357	0.1025	0.7376	0.3131	0.4245	0.0876	6.219	0.063	0.2049	-0.0329	0.2378
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	448.95	736.5	14.6146	15.9967	0.7177	6.4579	2.8924	0.9028	0.5743	36.7554	0.1156	0.7877	0.3102	0.4775	0.1181	7.5592	0.0237	0.1642	0.0491	0.1151
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	463.35	739	40.6237	27.8912	0.6562	10.8954	5.8694	0.8822	0.5798	96.8349	0.0882	0.747	0.4021	0.3449	0.0666	11.1232	0.0235	0.1279	-0.013	0.1409
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	373.05	739.900000000001	36.165	25.8364	0.6808	10.7229	4.6252	0.9016	0.6025	89.7711	0.1468	0.9357	0.3113	0.6244	0.0709	10.563	0.0336	0.1498	-0.0061	0.1559
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	258.05	740.800000000001	85.706	41.7172	0.6189	14.4244	9.4712	0.8045	0.5375	186.5125	0.0759	0.76	0.2547	0.5053	0.0553	19.1835	0.0333	0.3403	-0.0122	0.3525
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	738.85	739.400000000001	40.376	26.4918	0.723	10.3986	5.4945	0.8612	0.6588	110.0181	0.1379	0.9049	0.3907	0.5142	0.1055	17.6156	0.0441	0.2313	-0.0552	0.2865
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	776.75	742.5	83.229	39.6538	0.6651	12.5056	10.7787	0.5064	0.6886	230.6943	0.1444	1.0574	0.4015	0.6558	0.0931	31.1918	0.0561	0.3105	-0.0402	0.3507
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	836.45	739.400000000001	9.6605	11.1628	0.9742	4.1251	2.9793	0.6472	0.5697	23.9274	0.0912	0.7651	0.3942	0.3709	0.0286	1.1999	0.0308	0.1044	-0.0251	0.1295
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	625.45	748.700000000001	114.6875	54.8633	0.4788	21.6307	9.42	0.9163	0.6764	315.9008	0.1206	0.9823	0.3905	0.5918	0.0917	42.8121	0.0432	0.2079	-0.0153	0.2231
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	479.15	744.400000000001	34.1833	29.6053	0.4901	12.5957	4.7124	0.9477	0.5666	81.5897	0.1355	0.8963	0.3281	0.5682	0.081	11.6575	0.0368	0.1581	0.0024	0.1557
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	516.15	741.900000000001	22.5412	18.1154	0.8632	6.5037	4.8785	0.5968	0.6952	66.7351	0.1326	0.908	0.4149	0.4931	0.0861	8.2634	0.0323	0.1655	0.0286	0.1369
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	634.35	742.5	24.7705	20.2612	0.7583	8.0499	4.1783	0.8604	0.3661	38.4441	0.0759	0.5428	0.2016	0.3412	0.0519	5.4499	0.0274	0.1176	8e-04	0.1169
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	678.45	746.200000000001	78.2749	42.6786	0.54	13.9525	9.8788	0.534	0.6674	214.9167	0.1483	1.1008	0.2798	0.821	0.1108	35.6695	0.0664	0.3225	-0.038	0.3605
